Id,R,Name,Team,Year,Pv,Mv,Fm
6672,D,Idzes,Venezia,2024,0,0.0,0.0
6673,D,Sverko,Venezia,2024,1,5.5,5.5
6814,D,Norton-Cuffy,Genoa,2024,0,0.0,0.0
142,D,Mario Rui,Napoli,2024,0,0.0,0.0
253,D,D'Ambrosio,Monza,2024,0,0.0,0.0
418,D,Goldaniga,Como,2024,0,0.0,0.0
487,D,De Silvestri,Bologna,2024,0,0.0,0.0
581,D,Faraoni,Verona,2024,0,0.0,0.0
1891,D,Ceccherini,Verona,2024,0,0.0,0.0
2728,D,Pellegrini Lu.,Lazio,2024,0,0.0,0.0
2769,D,Magnani,Verona,2024,1,6.5,6.5
4263,D,Kabasele,Udinese,2024,0,0.0,0.0
4657,D,Celik,Roma,2024,1,5.5,5.5
5307,D,Valenti,Parma,2024,0,0.0,0.0
5447,D,Altare,Venezia,2024,1,5.5,3.5
5804,D,Cacace,Empoli,2024,0,0.0,0.0
5848,D,Ebosele,Udinese,2024,0,0.0,0.0
6211,D,Zemura,Udinese,2024,0,0.0,0.0
6438,D,Hatzidiakos,Cagliari,2024,0,0.0,0.0
6464,D,Wieteska,Cagliari,2024,1,6.5,6.5
6632,D,Gaspar K.,Lecce,2024,0,0.0,0.0
6647,D,Dahl,Roma,2024,0,0.0,0.0
6654,D,Iovine,Como,2024,0,0.0,0.0
6806,D,Pelmard,Lecce,2024,0,0.0,0.0
2737,D,Bettella,Monza,2024,0,0.0,0.0
4386,D,Sala M.,Como,2024,0,0.0,0.0
4495,D,Kumbulla,Roma,2024,0,0.0,0.0
5533,D,Djalo',Juventus,2024,0,0.0,0.0
5701,D,Obert,Cagliari,2024,0,0.0,0.0
6245,D,Vogliacco,Genoa,2024,1,7.0,10.0
6284,D,Okou,Verona,2024,0,0.0,0.0
6665,D,Coulibaly W.,Parma,2024,1,6.0,6.0
6679,D,Esteves G.,Udinese,2024,0,0.0,0.0
134,D,Barba,Como,2024,0,0.0,0.0
358,D,De Sciglio,Juventus,2024,0,0.0,0.0
2203,D,Di Chiara,Parma,2024,0,0.0,0.0
4438,D,Cassandro,Como,2024,0,0.0,0.0
5353,D,Balogh,Parma,2024,1,6.5,6.0
5695,D,Haps,Venezia,2024,1,5.5,5.0
5812,D,Terracciano F.,Milan,2024,0,0.0,0.0
5994,D,Ebosse,Udinese,2024,0,0.0,0.0
6244,D,Matturro,Genoa,2024,0,0.0,0.0
6407,D,Corazza,Bologna,2024,0,0.0,0.0
6474,D,Sazonov,Torino,2024,1,5.0,5.0
6495,D,Comuzzo,Fiorentina,2024,1,5.5,5.5
6537,D,Goglichidze,Empoli,2024,0,0.0,0.0
6551,D,Ilic M.,Bologna,2024,0,0.0,0.0
6612,D,Dellavalle,Torino,2024,0,0.0,0.0
6631,D,Ghilardi,Verona,2024,0,0.0,0.0
6636,D,Veroli,Cagliari,2024,0,0.0,0.0
6637,D,Kovacik,Como,2024,0,0.0,0.0
6649,D,Sangare' B.,Roma,2024,0,0.0,0.0
6659,D,Lucchesi,Venezia,2024,0,0.0,0.0
6660,D,Marcandalli,Genoa,2024,0,0.0,0.0
6681,D,Sagrado,Venezia,2024,1,6.0,5.5
6802,D,Savona,Juventus,2024,0,0.0,0.0
6803,D,Rouhi,Juventus,2024,0,0.0,0.0
6809,D,Marianucci,Empoli,2024,0,0.0,0.0
2423,C,Pulisic,Milan,2024,1,5.0,5.0
5685,C,Koopmeiners,Atalanta,2024,0,0.0,0.0
2194,C,Calhanoglu,Inter,2024,1,5.5,5.5
632,C,Zaccagni,Lazio,2024,1,7.0,10.0
536,C,Politano,Napoli,2024,1,5.0,5.0
5878,C,Colpani,Fiorentina,2024,1,6.0,6.0
530,C,Pellegrini Lo.,Roma,2024,1,6.0,6.0
2167,C,Orsolini,Bologna,2024,1,7.5,10.5
1870,C,Barella,Inter,2024,1,7.0,8.0
4911,C,Douglas Luiz,Juventus,2024,0,0.0,0.0
4199,C,Loftus-Cheek,Milan,2024,1,6.0,6.0
5393,C,Man,Parma,2024,1,7.0,10.0
2848,C,Frattesi,Inter,2024,1,6.5,7.5
5858,C,Ferguson,Bologna,2024,0,0.0,0.0
5119,C,Samardzic,Atalanta,2024,0,0.0,0.0
2077,C,Pasalic,Atalanta,2024,0,0.0,0.0
2529,C,Mkhitaryan,Inter,2024,1,6.0,5.5
5687,C,Vlasic,Torino,2024,0,0.0,0.0
5792,C,Ederson D.s.,Atalanta,2024,0,0.0,0.0
6666,C,Bernabe',Parma,2024,1,5.5,5.5
2766,C,Zaniolo,Atalanta,2024,0,0.0,0.0
5688,C,Harroui,Verona,2024,1,6.5,6.5
6206,C,Fabbian,Bologna,2024,1,6.0,6.0
6486,C,Suslov,Verona,2024,1,6.0,6.0
2741,C,Pessina,Monza,2024,1,5.5,5.5
4486,C,Strefezza,Como,2024,0,0.0,0.0
5559,C,Da Cunha,Como,2024,0,0.0,0.0
6224,C,Reijnders,Milan,2024,1,6.0,6.0
152,C,Zielinski,Inter,2024,0,0.0,0.0
4427,C,Malinovskyi,Genoa,2024,1,6.5,6.5
4856,C,Chukwueze,Milan,2024,1,5.5,5.5
5791,C,Frendrup,Genoa,2024,1,6.5,6.5
236,C,Lazovic,Verona,2024,1,7.5,9.5
4186,C,Guendouzi,Lazio,2024,1,6.0,6.0
4220,C,Zambo Anguissa,Napoli,2024,1,5.0,5.0
4376,C,Zurkowski,Empoli,2024,0,0.0,0.0
4377,C,Castrovilli,Lazio,2024,0,0.0,0.0
4465,C,Fagioli,Juventus,2024,0,0.0,0.0
5562,C,Thuram K.,Juventus,2024,0,0.0,0.0
5564,C,Ndoye,Bologna,2024,1,6.0,6.0
5784,C,Aebischer,Bologna,2024,1,6.0,6.0
5850,C,Lovric,Udinese,2024,1,5.0,5.0
6299,C,Le Fee,Roma,2024,1,6.0,6.0
376,C,Verdi,Como,2024,0,0.0,0.0
779,C,Cristante,Roma,2024,1,6.0,6.0
788,C,Freuler,Bologna,2024,1,6.5,6.5
2839,C,Sottil,Fiorentina,2024,0,0.0,0.0
4287,C,Lobotka,Napoli,2024,1,4.5,4.5
4364,C,Gaetano,Napoli,2024,0,0.0,0.0
4896,C,Maldini,Monza,2024,1,5.5,5.0
4970,C,Messias,Genoa,2024,1,6.5,6.5
5919,C,Tchaouna,Lazio,2024,1,6.0,6.0
6218,C,Oristanio,Venezia,2024,1,5.5,5.5
6634,C,Tete Morente,Lecce,2024,0,0.0,0.0
22,C,De Roon,Atalanta,2024,0,0.0,0.0
526,C,Duncan,Venezia,2024,1,5.5,5.5
795,C,El Shaarawy,Roma,2024,0,0.0,0.0
827,C,Locatelli,Juventus,2024,0,0.0,0.0
1933,C,Mandragora,Fiorentina,2024,1,5.5,5.5
1976,C,Mazzitelli,Como,2024,0,0.0,0.0
4522,C,Amrabat,Fiorentina,2024,1,6.0,6.0
4686,C,Fofana Y.,Milan,2024,0,0.0,0.0
5453,C,Ricci S.,Torino,2024,1,6.0,5.5
5823,C,Baldanzi,Roma,2024,1,6.0,6.0
6481,C,Payero,Udinese,2024,1,5.0,5.0
6645,C,Marchwinski,Lecce,2024,0,0.0,0.0
6804,C,Richardson,Fiorentina,2024,0,0.0,0.0
181,C,Vecino,Lazio,2024,1,6.0,6.0
468,C,Paredes,Roma,2024,0,0.0,0.0
1978,C,Sensi,Monza,2024,0,0.0,0.0
2818,C,Bennacer,Milan,2024,1,6.5,6.5
4342,C,Duda,Verona,2024,1,7.5,8.0
4459,C,Rovella,Lazio,2024,1,5.5,5.5
4973,C,Mckennie,Juventus,2024,0,0.0,0.0
5007,C,Ilic,Torino,2024,1,6.5,6.5
5492,C,Tessmann,Venezia,2024,0,0.0,0.0
5507,C,Busio,Venezia,2024,0,0.0,0.0
6061,C,Oudin,Lecce,2024,0,0.0,0.0
6252,C,Folorunsho,Napoli,2024,0,0.0,0.0
6459,C,Karlsson,Bologna,2024,0,0.0,0.0
170,C,Badelj,Genoa,2024,1,7.0,7.0
440,C,Viola,Cagliari,2024,0,0.0,0.0
2172,C,Barak,Fiorentina,2024,0,0.0,0.0
2274,C,Valoti,Monza,2024,0,0.0,0.0
4423,C,Hernani,Parma,2024,0,0.0,0.0
4965,C,Marin,Cagliari,2024,1,6.5,6.5
6592,C,Forson O.,Monza,2024,0,0.0,0.0
6684,C,Ekkelenkamp,Udinese,2024,1,6.0,6.0
6815,C,Fadera,Como,2024,0,0.0,0.0
801,C,Gagliardini,Monza,2024,1,5.5,5.5
4404,C,Thorsby,Genoa,2024,1,6.0,6.0
4658,C,Ikone',Fiorentina,2024,1,6.0,6.0
4662,C,Weah,Juventus,2024,0,0.0,0.0
4890,C,Tameze,Torino,2024,1,6.0,5.5
4892,C,Saelemaekers,Milan,2024,1,5.5,5.5
4992,C,Gyasi,Empoli,2024,1,6.0,6.0
5319,C,Sohm,Parma,2024,1,6.5,6.5
5423,C,Bove,Roma,2024,0,0.0,0.0
5425,C,Urbanski,Bologna,2024,0,0.0,0.0
5504,C,Coulibaly L.,Lecce,2024,0,0.0,0.0
5719,C,Asllani,Inter,2024,0,0.0,0.0
5875,C,Adli,Milan,2024,0,0.0,0.0
5880,C,Ciurria,Monza,2024,0,0.0,0.0
6394,C,Ramadani,Lecce,2024,0,0.0,0.0
6458,C,Serdar,Verona,2024,1,5.5,5.5
6629,C,Dele-Bashiru,Lazio,2024,1,7.0,7.0
6640,C,Felici,Cagliari,2024,0,0.0,0.0
6680,C,Karlstrom,Udinese,2024,1,6.0,6.0
1871,C,Deiola,Cagliari,2024,1,6.0,5.5
2117,C,Kastanos,Verona,2024,1,6.5,6.5
4498,C,Henderson L.,Empoli,2024,1,6.5,6.5
4711,C,Kostic,Juventus,2024,0,0.0,0.0
4947,C,Brescianini,Atalanta,2024,0,0.0,0.0
5290,C,Estevez,Parma,2024,1,5.5,5.0
5295,C,Musah,Milan,2024,1,6.5,7.5
5485,C,Bjarkason,Venezia,2024,0,0.0,0.0
5813,C,Miretti,Juventus,2024,0,0.0,0.0
6010,C,Fazzini,Empoli,2024,1,6.5,6.0
6170,C,Gineitis,Torino,2024,0,0.0,0.0
6222,C,Rafia,Lecce,2024,0,0.0,0.0
6225,C,El Azzouzi,Bologna,2024,0,0.0,0.0
6232,C,Makoumbou,Cagliari,2024,0,0.0,0.0
6424,C,Prati,Cagliari,2024,1,6.0,6.0
6633,C,Pierret,Lecce,2024,0,0.0,0.0
6676,C,Engelhardt,Como,2024,0,0.0,0.0
27,C,Grassi,Empoli,2024,0,0.0,0.0
333,C,Cataldi,Lazio,2024,0,0.0,0.0
556,C,Baselli,Como,2024,0,0.0,0.0
1987,C,Jankto,Cagliari,2024,0,0.0,0.0
2008,C,Linetty,Torino,2024,1,6.0,6.0
5457,C,Maleh,Empoli,2024,1,6.0,6.0
5992,C,Bondo,Monza,2024,1,6.0,6.0
6212,C,Zarraga,Udinese,2024,0,0.0,0.0
6402,C,Cajuste,Napoli,2024,0,0.0,0.0
6562,C,Dani Silva,Verona,2024,0,0.0,0.0
6579,C,Mitrovic S.,Verona,2024,0,0.0,0.0
6656,C,Braunoder,Como,2024,0,0.0,0.0
666,C,Machin,Monza,2024,0,0.0,0.0
2161,C,Haas,Empoli,2024,0,0.0,0.0
2357,C,Cyprien,Parma,2024,1,5.5,5.5
4870,C,Adopo,Cagliari,2024,1,6.0,6.0
5298,C,Pobega,Milan,2024,0,0.0,0.0
5422,C,Zalewski,Roma,2024,1,6.0,6.0
5516,C,Bianco,Fiorentina,2024,1,6.0,6.0
5879,C,Vignato S.,Monza,2024,1,5.0,5.0
5998,C,Zerbin,Napoli,2024,0,0.0,0.0
6020,C,Ellertsson,Venezia,2024,1,6.5,7.5
6024,C,Sulemana I.,Atalanta,2024,0,0.0,0.0
6054,C,Moro N.,Bologna,2024,1,6.0,6.0
6674,C,Andersen M.k.,Venezia,2024,1,6.5,9.5
434,C,Jajalo,Venezia,2024,0,0.0,0.0
4349,C,Nicolussi Caviglia,Juventus,2024,0,0.0,0.0
5286,C,Akpa Akpro,Lazio,2024,0,0.0,0.0
5421,C,Camara D.,Parma,2024,1,6.0,6.0
5486,C,Crnigoj,Venezia,2024,1,6.0,6.0
5725,C,Kone B.,Como,2024,0,0.0,0.0
5798,C,Bohinen,Genoa,2024,0,0.0,0.0
5873,C,Listkowski,Lecce,2024,0,0.0,0.0
6009,C,Degli Innocenti,Empoli,2024,0,0.0,0.0
6162,C,Abildgaard,Como,2024,0,0.0,0.0
6190,C,Pisilli,Roma,2024,0,0.0,0.0
6191,C,Belahyane,Verona,2024,1,6.5,6.0
6203,C,Belardinelli,Empoli,2024,0,0.0,0.0
6233,C,Lella,Venezia,2024,0,0.0,0.0
6410,C,Kaba,Lecce,2024,0,0.0,0.0
6524,C,Zeroli,Milan,2024,0,0.0,0.0
6532,C,Buchanan T.,Inter,2024,0,0.0,0.0
6655,C,Bellemo,Como,2024,0,0.0,0.0
6677,C,Adzic,Juventus,2024,0,0.0,0.0
6678,C,Liberali,Milan,2024,0,0.0,0.0
6683,C,Doumbia I.,Venezia,2024,0,0.0,0.0
2764,A,Martinez L.,Inter,2024,1,5.0,5.0
2841,A,Vlahovic,Juventus,2024,0,0.0,0.0
4661,A,Osimhen,Napoli,2024,0,0.0,0.0
309,A,Dybala,Roma,2024,1,6.5,6.5
6675,A,Dovbyk,Roma,2024,1,5.5,5.5
4871,A,Thuram,Inter,2024,1,7.5,13.5
5839,A,Kvaratskhelia,Napoli,2024,1,5.5,5.5
2137,A,Scamacca,Atalanta,2024,0,0.0,0.0
4730,A,Lookman,Atalanta,2024,0,0.0,0.0
5800,A,Gudmundsson A.,Fiorentina,2024,0,0.0,0.0
313,A,Morata,Milan,2024,1,6.5,9.0
608,A,Zapata D.,Torino,2024,1,7.5,10.5
4179,A,Gonzalez N.,Fiorentina,2024,0,0.0,0.0
4510,A,Leao,Milan,2024,1,5.0,5.0
6643,A,Dallinga,Bologna,2024,0,0.0,0.0
2097,A,Kean,Fiorentina,2024,1,5.5,5.5
5995,A,De Ketelaere,Atalanta,2024,0,0.0,0.0
6226,A,Castellanos,Lazio,2024,1,7.5,10.0
2002,A,Chiesa,Juventus,2024,0,0.0,0.0
5734,A,Soule',Roma,2024,1,6.0,6.0
6228,A,Retegui,Atalanta,2024,0,0.0,0.0
2038,A,Pinamonti,Genoa,2024,0,0.0,0.0
441,A,Belotti,Como,2024,0,0.0,0.0
6435,A,Krstovic,Lecce,2024,0,0.0,0.0
2475,A,Sanchez,Udinese,2024,0,0.0,0.0
5079,A,Pohjanpalo,Venezia,2024,0,0.0,0.0
6556,A,Noslin,Lazio,2024,1,6.5,6.5
5672,A,Dia,Lazio,2024,0,0.0,0.0
6434,A,Yildiz,Juventus,2024,0,0.0,0.0
6628,A,Taremi,Inter,2024,1,6.5,6.5
6215,A,Lucca,Udinese,2024,1,5.5,5.0
6646,A,Adams C.,Torino,2024,1,6.0,6.0
2544,A,Abraham,Roma,2024,0,0.0,0.0
4359,A,Piccoli,Cagliari,2024,1,6.0,6.0
2012,A,Milik,Juventus,2024,0,0.0,0.0
4436,A,Cambiaghi,Bologna,2024,1,6.0,6.0
4923,A,Colombo,Empoli,2024,1,5.5,5.5
5297,A,Luvumbo,Cagliari,2024,1,6.0,6.0
5471,A,Djuric,Monza,2024,0,0.0,0.0
6164,A,Vitinha O.,Genoa,2024,1,6.0,6.0
6801,A,Tengstedt,Verona,2024,1,5.5,5.5
2061,A,Simeone,Napoli,2024,1,5.0,5.0
4371,A,Raspadori,Napoli,2024,1,5.0,4.5
6227,A,Okafor,Milan,2024,1,7.0,10.0
6229,A,Toure' E.,Atalanta,2024,0,0.0,0.0
6398,A,Isaksen,Lazio,2024,1,6.0,6.0
6409,A,Beltran L.,Fiorentina,2024,0,0.0,0.0
479,A,Sanabria,Torino,2024,1,6.0,6.0
2369,A,Thauvin,Udinese,2024,1,4.0,1.0
2438,A,Jovic,Milan,2024,1,5.0,4.5
2765,A,Odgaard,Bologna,2024,0,0.0,0.0
5882,A,Mota,Monza,2024,1,5.5,5.5
6667,A,Benedyczak,Parma,2024,0,0.0,0.0
1939,A,Lapadula,Cagliari,2024,0,0.0,0.0
1958,A,Caprari,Monza,2024,1,6.0,6.0
2155,A,Cutrone,Como,2024,0,0.0,0.0
5506,A,Ekuban,Genoa,2024,0,0.0,0.0
6001,A,Banda,Lecce,2024,0,0.0,0.0
6145,A,Ngonge,Napoli,2024,1,6.0,6.0
6207,A,Almqvist,Parma,2024,1,6.0,6.0
6439,A,Cheddira,Napoli,2024,0,0.0,0.0
4268,A,Arnautovic,Inter,2024,0,0.0,0.0
